frame, quadrant, color, entry/exit 
2609, 2, None, entry
2609, 3, White, entry
2609, 4, None, entry
2610, 1, White, entry
2610, 2, None, entry
2610, 3, White, entry
2610, 4, None, entry
2611, 1, White, entry
2611, 2, None, entry
2611, 3, White, entry
2611, 4, None, entry
2612, 1, White, entry
2612, 2, None, entry
2612, 3, White, entry
2612, 4, None, entry
2613, 1, White, entry
2613, 2, None, entry
2613, 3, White, entry
2613, 4, None, entry
2614, 1, White, entry
2614, 2, None, entry
2614, 3, White, entry
2614, 4, None, entry
2615, 1, White, entry
2615, 2, None, entry
2615, 3, White, entry
2615, 4, None, entry
2616, 1, White, entry
2616, 2, None, entry
2616, 3, White, entry
2616, 4, None, entry
2617, 1, White, entry
2617, 2, None, entry
2617, 3, White, entry
2617, 4, None, entry
2618, 1, White, entry
2618, 2, None, entry
2618, 3, White, entry
2618, 4, None, entry
2619, 1, White, entry
2619, 2, None, entry
2619, 3, White, entry
2619, 4, None, entry
2620, 1, Orange, exit
2620, 2, None, entry
2620, 3, White, entry
2620, 4, None, entry
2621, 1, Orange, entry
2621, 2, White, exit
2621, 3, White, entry
2621, 4, None, entry
2622, 1, Orange, entry
2622, 2, White, entry
2622, 3, White, entry
2622, 4, White, exit
2623, 1, Orange, entry
2623, 2, White, entry
2623, 3, White, entry
2623, 4, None, exit
2624, 1, Orange, entry
2624, 2, White, entry
2624, 3, Orange, exit
2624, 4, None, entry
2625, 1, Orange, entry
2625, 2, White, entry
2625, 3, Orange, entry
2625, 4, None, entry
2626, 1, Orange, entry
2626, 2, White, entry
2626, 3, Orange, entry
2626, 4, None, entry
2627, 1, Orange, entry
2627, 2, White, entry
2627, 3, Orange, entry
2627, 4, None, entry
2628, 1, Orange, entry
2628, 2, White, entry
2628, 3, Orange, entry
2628, 4, None, entry
2629, 1, Orange, entry
2629, 2, White, entry
2629, 3, White, exit
2629, 4, None, entry
2630, 1, Orange, entry
2630, 2, White, entry
2630, 3, White, entry
2630, 4, None, entry
2631, 1, White, exit
2631, 2, White, entry
2631, 3, None, exit
2631, 4, None, entry
2632, 1, Orange, exit
2632, 2, White, entry
2632, 3, None, entry
2632, 4, None, entry
2633, 1, White, exit
2633, 2, White, entry
2633, 3, None, entry
2633, 4, None, entry
2634, 1, White, entry
2634, 2, None, exit
2634, 3, None, entry
2634, 4, None, entry
2635, 1, White, entry
2635, 2, None, entry
2635, 3, None, entry
2635, 4, None, entry
2636, 1, White, entry
2636, 2, None, entry
2636, 3, None, entry
2636, 4, None, entry
2637, 1, White, entry
2637, 2, None, entry
2637, 3, None, entry
2637, 4, None, entry
2638, 1, White, entry
2638, 2, None, entry
2638, 3, None, entry
2638, 4, None, entry
2639, 1, White, entry
2639, 2, None, entry
2639, 3, None, entry
2639, 4, None, entry
2640, 1, White, entry
2640, 2, None, entry
2640, 3, None, entry
2640, 4, None, entry
2641, 1, White, entry
2641, 2, None, entry
2641, 3, None, entry
2641, 4, None, entry
2642, 1, White, entry
2642, 2, None, entry
2642, 3, None, entry
2642, 4, None, entry
2643, 1, White, entry
2643, 2, None, entry
2643, 3, None, entry
2643, 4, None, entry
2644, 1, White, entry
2644, 2, None, entry
2644, 3, None, entry
2644, 4, None, entry
2645, 1, White, entry
2645, 2, None, entry
2645, 3, None, entry
2645, 4, None, entry
2646, 1, White, entry
2646, 2, None, entry
2646, 3, None, entry
2646, 4, None, entry
2647, 1, White, entry
2647, 2, None, entry
2647, 3, None, entry
2647, 4, None, entry
2648, 1, White, entry
2648, 2, None, entry
2648, 3, None, entry
2648, 4, None, entry
2649, 1, White, entry
2649, 2, None, entry
2649, 3, None, entry
2649, 4, None, entry
2650, 1, White, entry
2650, 2, None, entry
2650, 3, None, entry
2650, 4, None, entry
2651, 1, White, entry
2651, 2, None, entry
2651, 3, None, entry
2651, 4, None, entry
2652, 1, White, entry
2652, 2, None, entry
2652, 3, None, entry
2652, 4, None, entry
2653, 1, White, entry
2653, 2, None, entry
2653, 3, None, entry
2653, 4, None, entry
2654, 1, White, entry
2654, 2, None, entry
2654, 3, None, entry
2654, 4, None, entry
2655, 1, White, entry
2655, 2, None, entry
2655, 3, None, entry
2655, 4, None, entry
2656, 1, White, entry
2656, 2, None, entry
2656, 3, None, entry
2656, 4, None, entry
2657, 1, White, entry
2657, 2, None, entry
2657, 3, None, entry
2657, 4, None, entry
2658, 1, White, entry
2658, 2, None, entry
2658, 3, None, entry
2658, 4, None, entry
2659, 1, White, entry
2659, 2, None, entry
2659, 3, None, entry
2659, 4, None, entry
2660, 1, White, entry
2660, 2, None, entry
2660, 3, None, entry
2660, 4, None, entry
2661, 1, White, entry
2661, 2, None, entry
2661, 3, None, entry
2661, 4, None, entry
2662, 1, White, entry
2662, 2, None, entry
2662, 3, None, entry
2662, 4, None, entry
2663, 1, White, entry
2663, 2, None, entry
2663, 3, None, entry
2663, 4, None, entry
2664, 1, White, entry
2664, 2, None, entry
2664, 3, None, entry
2664, 4, None, entry
2665, 1, White, entry
2665, 2, None, entry
2665, 3, None, entry
2665, 4, None, entry
2666, 1, White, entry
2666, 2, None, entry
2666, 3, None, entry
2666, 4, None, entry
2667, 1, White, entry
2667, 2, None, entry
2667, 3, None, entry
2667, 4, None, entry
2668, 1, White, entry
2668, 2, None, entry
2668, 3, None, entry
2668, 4, None, entry
2669, 1, White, entry
2669, 2, None, entry
2669, 3, None, entry
2669, 4, None, entry
2670, 1, White, entry
2670, 2, None, entry
2670, 3, None, entry
2670, 4, None, entry
2671, 1, White, entry
2671, 2, None, entry
2671, 3, None, entry
2671, 4, None, entry
2672, 1, White, entry
2672, 2, None, entry
2672, 3, None, entry
2672, 4, None, entry
2673, 1, White, entry
2673, 2, None, entry
2673, 3, None, entry
2673, 4, None, entry
2674, 1, White, entry
2674, 2, None, entry
2674, 3, None, entry
2674, 4, None, entry
2675, 1, White, entry
2675, 2, None, entry
2675, 3, None, entry
2675, 4, None, entry
2676, 1, White, entry
2676, 2, None, entry
2676, 3, None, entry
2676, 4, None, entry
2677, 1, White, entry
2677, 2, None, entry
2677, 3, None, entry
2677, 4, None, entry
2678, 1, White, entry
2678, 2, None, entry
2678, 3, None, entry
2678, 4, None, entry
2679, 1, White, entry
2679, 2, None, entry
2679, 3, None, entry
2679, 4, None, entry
2680, 1, White, entry
2680, 2, None, entry
2680, 3, None, entry
2680, 4, None, entry
2681, 1, White, entry
2681, 2, None, entry
2681, 3, None, entry
2681, 4, None, entry
2682, 1, White, entry
2682, 2, None, entry
2682, 3, None, entry
2682, 4, None, entry
2683, 1, White, entry
2683, 2, None, entry
2683, 3, None, entry
2683, 4, None, entry
2684, 1, White, entry
2684, 2, None, entry
2684, 3, None, entry
2684, 4, None, entry
2685, 1, White, entry
2685, 2, None, entry
2685, 3, None, entry
2685, 4, None, entry
2686, 1, White, entry
2686, 2, None, entry
2686, 3, None, entry
2686, 4, None, entry
2687, 1, White, entry
2687, 2, None, entry
2687, 3, None, entry
2687, 4, None, entry
2688, 1, White, entry
2688, 2, None, entry
2688, 3, None, entry
2688, 4, None, entry
2689, 1, White, entry
2689, 2, None, entry
2689, 3, None, entry
2689, 4, None, entry
2690, 1, White, entry
2690, 2, None, entry
2690, 3, None, entry
2690, 4, None, entry
2691, 1, White, entry
2691, 2, None, entry
2691, 3, None, entry
2691, 4, None, entry
2692, 1, White, entry
2692, 2, None, entry
2692, 3, None, entry
2692, 4, None, entry
2693, 1, White, entry
2693, 2, None, entry
2693, 3, None, entry
2693, 4, None, entry
2694, 1, White, entry
2694, 2, None, entry
2694, 3, None, entry
2694, 4, None, entry
2695, 1, White, entry
2695, 2, None, entry
2695, 3, None, entry
2695, 4, None, entry
2696, 1, White, entry
2696, 2, None, entry
2696, 3, None, entry
2696, 4, None, entry
2697, 1, White, entry
2697, 2, None, entry
2697, 3, None, entry
2697, 4, None, entry
2698, 1, White, entry
2698, 2, None, entry
2698, 3, None, entry
2698, 4, None, entry
2699, 1, White, entry
2699, 2, None, entry
2699, 3, None, entry
2699, 4, None, entry
2700, 1, Orange, exit
2700, 2, None, entry
2700, 3, None, entry
2700, 4, None, entry
2701, 1, Orange, entry
2701, 2, None, entry
2701, 3, None, entry
2701, 4, None, entry
2702, 1, Orange, entry
2702, 2, None, entry
2702, 3, None, entry
2702, 4, None, entry
2703, 1, Orange, entry
2703, 2, None, entry
2703, 3, None, entry
2703, 4, None, entry
2704, 1, Orange, entry
2704, 2, None, entry
2704, 3, None, entry
2704, 4, None, entry
2705, 1, Orange, entry
2705, 2, None, entry
2705, 3, None, entry
2705, 4, None, entry
2706, 1, Orange, entry
2706, 2, None, entry
2706, 3, None, entry
2706, 4, None, entry
2707, 1, Orange, entry
2707, 2, None, entry
2707, 3, None, entry
2707, 4, None, entry
2708, 1, Orange, entry
2708, 2, None, entry
2708, 3, None, entry
2708, 4, None, entry
2709, 1, Orange, entry
2709, 2, None, entry
2709, 3, None, entry
2709, 4, None, entry
2710, 1, Orange, entry
2710, 2, None, entry
2710, 3, None, entry
2710, 4, None, entry
2711, 1, Orange, entry
2711, 2, None, entry
2711, 3, None, entry
2711, 4, None, entry
2712, 1, Orange, entry
2712, 2, None, entry
2712, 3, None, entry
2712, 4, None, entry
2713, 1, Orange, entry
2713, 2, None, entry
2713, 3, None, entry
2713, 4, None, entry
2714, 1, Orange, entry
2714, 2, None, entry
2714, 3, None, entry
2714, 4, None, entry
2715, 1, Orange, entry
2715, 2, None, entry
2715, 3, None, entry
2715, 4, None, entry
2716, 1, Orange, entry
2716, 2, None, entry
2716, 3, None, entry
2716, 4, None, entry
2717, 1, Orange, entry
2717, 2, None, entry
2717, 3, None, entry
2717, 4, None, entry
2718, 1, Orange, entry
2718, 2, None, entry
2718, 3, None, entry
2718, 4, None, entry
2719, 1, Orange, entry
2719, 2, None, entry
2719, 3, None, entry
2719, 4, None, entry
2720, 1, Orange, entry
2720, 2, None, entry
2720, 3, None, entry
2720, 4, None, entry
2721, 1, Orange, entry
2721, 2, None, entry
2721, 3, None, entry
2721, 4, None, entry
2722, 1, Orange, entry
2722, 2, None, entry
2722, 3, None, entry
2722, 4, None, entry
2723, 1, Orange, entry
2723, 2, None, entry
2723, 3, None, entry
2723, 4, None, entry
2724, 1, Orange, entry
2724, 2, None, entry
2724, 3, None, entry
2724, 4, None, entry
2725, 1, Orange, entry
2725, 2, None, entry
2725, 3, None, entry
2725, 4, None, entry
2726, 1, Orange, entry
2726, 2, None, entry
2726, 3, None, entry
2726, 4, None, entry
2727, 1, Orange, entry
2727, 2, None, entry
2727, 3, None, entry
2727, 4, None, entry
2728, 1, Orange, entry
2728, 2, None, entry
2728, 3, None, entry
2728, 4, None, entry
2729, 1, Orange, entry
2729, 2, None, entry
2729, 3, None, entry
2729, 4, None, entry
2730, 1, Orange, entry
2730, 2, None, entry
2730, 3, None, entry
2730, 4, None, entry
2731, 1, Orange, entry
2731, 2, None, entry
2731, 3, None, entry
2731, 4, None, entry
2732, 1, Orange, entry
2732, 2, None, entry
2732, 3, None, entry
2732, 4, None, entry
2733, 1, Orange, entry
2733, 2, None, entry
2733, 3, None, entry
2733, 4, None, entry
2734, 1, Orange, entry
2734, 2, None, entry
2734, 3, None, entry
2734, 4, None, entry
2735, 1, Orange, entry
2735, 2, None, entry
2735, 3, None, entry
2735, 4, None, entry
2736, 1, Orange, entry
2736, 2, None, entry
2736, 3, None, entry
2736, 4, None, entry
2737, 1, Orange, entry
2737, 2, None, entry
2737, 3, None, entry
2737, 4, None, entry
2738, 1, Orange, entry
2738, 2, None, entry
2738, 3, None, entry
2738, 4, None, entry
2739, 1, Orange, entry
2739, 2, None, entry
2739, 3, None, entry
2739, 4, None, entry
2740, 1, Orange, entry
2740, 2, None, entry
2740, 3, None, entry
2740, 4, None, entry
2741, 1, Orange, entry
2741, 2, None, entry
2741, 3, None, entry
2741, 4, None, entry
2742, 1, Orange, entry
2742, 2, None, entry
2742, 3, None, entry
2742, 4, None, entry
2743, 1, Orange, entry
2743, 2, None, entry
2743, 3, None, entry
2743, 4, None, entry
2744, 1, Orange, entry
2744, 2, None, entry
2744, 3, None, entry
2744, 4, None, entry
2745, 1, Orange, entry
2745, 2, None, entry
2745, 3, None, entry
2745, 4, None, entry
2746, 1, White, exit
2746, 2, None, entry
2746, 3, None, entry
2746, 4, None, entry
2747, 1, White, entry
2747, 2, None, entry
2747, 3, None, entry
2747, 4, None, entry
2748, 1, White, entry
2748, 2, None, entry
2748, 3, None, entry
2748, 4, None, entry
2749, 1, White, entry
2749, 2, None, entry
2749, 3, None, entry
2749, 4, None, entry
2750, 1, White, entry
2750, 2, None, entry
2750, 3, None, entry
2750, 4, None, entry
2751, 1, White, entry
2751, 2, None, entry
2751, 3, None, entry
2751, 4, None, entry
2752, 1, White, entry
2752, 2, None, entry
2752, 3, None, entry
2752, 4, None, entry
2753, 1, White, entry
2753, 2, None, entry
2753, 3, None, entry
2753, 4, None, entry
2754, 1, White, entry
2754, 2, None, entry
2754, 3, None, entry
2754, 4, None, entry
2755, 1, Orange, exit
2755, 2, None, entry
2755, 3, None, entry
2755, 4, None, entry
2756, 1, Orange, entry
2756, 2, None, entry
2756, 3, None, entry
2756, 4, None, entry
2757, 1, Orange, entry
2757, 2, None, entry
2757, 3, None, entry
2757, 4, None, entry
2758, 1, Orange, entry
2758, 2, None, entry
2758, 3, None, entry
2758, 4, None, entry
2759, 1, Orange, entry
2759, 2, None, entry
2759, 3, None, entry
2759, 4, None, entry
2760, 1, Orange, entry
2760, 2, None, entry
2760, 3, None, entry
2760, 4, None, entry
2761, 1, Orange, entry
2761, 2, None, entry
2761, 3, None, entry
2761, 4, None, entry
2762, 1, Orange, entry
2762, 2, None, entry
2762, 3, None, entry
2762, 4, None, entry
2763, 1, Orange, entry
2763, 2, None, entry
2763, 3, None, entry
2763, 4, None, entry
2764, 1, Orange, entry
2764, 2, None, entry
2764, 3, None, entry
2764, 4, None, entry
2765, 1, Orange, entry
2765, 2, None, entry
2765, 3, None, entry
2765, 4, None, entry
2766, 1, Orange, entry
2766, 2, None, entry
2766, 3, None, entry
2766, 4, None, entry
2767, 1, Orange, entry
2767, 2, None, entry
2767, 3, None, entry
2767, 4, None, entry
2768, 1, Orange, entry
2768, 2, None, entry
2768, 3, None, entry
2768, 4, None, entry
2769, 1, Orange, entry
2769, 2, None, entry
2769, 3, None, entry
2769, 4, None, entry
2770, 1, Orange, entry
2770, 2, None, entry
2770, 3, None, entry
2770, 4, None, entry
2771, 1, Orange, entry
2771, 2, None, entry
2771, 3, None, entry
2771, 4, None, entry
2772, 1, White, exit
2772, 2, None, entry
2772, 3, None, entry
2772, 4, None, entry
2773, 1, Orange, exit
2773, 2, None, entry
2773, 3, None, entry
2773, 4, None, entry
2774, 1, Orange, entry
2774, 2, None, entry
2774, 3, None, entry
2774, 4, None, entry
2775, 1, Orange, entry
2775, 2, None, entry
2775, 3, None, entry
2775, 4, None, entry
2776, 1, Orange, entry
2776, 2, None, entry
2776, 3, None, entry
2776, 4, None, entry
2777, 1, Orange, entry
2777, 2, None, entry
2777, 3, None, entry
2777, 4, None, entry
2778, 1, Orange, entry
2778, 2, None, entry
2778, 3, None, entry
2778, 4, None, entry
2779, 1, White, exit
2779, 2, None, entry
2779, 3, None, entry
2779, 4, None, entry
2780, 1, White, entry
2780, 2, None, entry
2780, 3, None, entry
2780, 4, None, entry
2781, 1, Orange, exit
2781, 2, None, entry
2781, 3, None, entry
2781, 4, None, entry
2782, 1, Orange, entry
2782, 2, None, entry
2782, 3, None, entry
2782, 4, None, entry
2783, 1, Orange, entry
2783, 2, None, entry
2783, 3, None, entry
2783, 4, None, entry
2784, 1, Orange, entry
2784, 2, None, entry
2784, 3, None, entry
2784, 4, None, entry
2785, 1, Orange, entry
2785, 2, None, entry
2785, 3, None, entry
2785, 4, None, entry
2786, 1, Orange, entry
2786, 2, None, entry
2786, 3, None, entry
2786, 4, None, entry
2787, 1, Orange, entry
2787, 2, None, entry
2787, 3, None, entry
2787, 4, None, entry
2788, 1, Orange, entry
2788, 2, None, entry
2788, 3, None, entry
2788, 4, None, entry
2789, 1, Orange, entry
2789, 2, None, entry
2789, 3, None, entry
2789, 4, None, entry
2790, 1, Orange, entry
2790, 2, None, entry
2790, 3, None, entry
2790, 4, None, entry
2791, 1, Orange, entry
2791, 2, None, entry
2791, 3, None, entry
2791, 4, None, entry
2792, 1, Orange, entry
2792, 2, None, entry
2792, 3, None, entry
2792, 4, White, exit
2793, 1, Orange, entry
2793, 2, None, entry
2793, 3, None, entry
2793, 4, White, entry
2794, 1, Orange, entry
2794, 2, None, entry
2794, 3, None, entry
2794, 4, White, entry
2795, 1, Orange, entry
2795, 2, None, entry
2795, 3, None, entry
2795, 4, White, entry
2796, 1, Orange, entry
2796, 2, None, entry
2796, 3, None, entry
2796, 4, White, entry
2797, 1, Orange, entry
2797, 2, None, entry
2797, 3, None, entry
2797, 4, White, entry
2798, 1, Orange, entry
2798, 2, None, entry
2798, 3, None, entry
2798, 4, White, entry
2799, 1, Orange, entry
2799, 2, None, entry
2799, 3, None, entry
2799, 4, White, entry
2800, 1, Orange, entry
2800, 2, White, exit
2800, 3, None, entry
2800, 4, White, entry
2801, 1, Orange, entry
2801, 2, White, entry
2801, 3, White, exit
2801, 4, White, entry
2802, 1, Orange, entry
2802, 2, White, entry
2802, 3, White, entry
2802, 4, White, entry
2803, 1, Orange, entry
2803, 2, White, entry
2803, 3, White, entry
2803, 4, None, exit
2804, 1, White, exit
2804, 2, White, entry
2804, 3, None, exit
2804, 4, None, entry
2805, 1, White, entry
2805, 2, White, entry
2805, 3, None, entry
2805, 4, None, entry
2806, 1, White, entry
2806, 2, White, entry
2806, 3, None, entry
2806, 4, None, entry
2807, 1, White, entry
2807, 2, White, entry
2807, 3, None, entry
2807, 4, None, entry
2808, 1, Orange, exit
2808, 2, White, entry
2808, 3, None, entry
2808, 4, None, entry
2809, 1, Orange, entry
2809, 2, Orange, exit
2809, 3, None, entry
2809, 4, None, entry
2810, 1, Orange, entry
2810, 2, Orange, entry
2810, 3, None, entry
2810, 4, None, entry
2811, 1, Orange, entry
2811, 2, Orange, entry
2811, 3, None, entry
2811, 4, None, entry
2812, 1, Orange, entry
2812, 2, White, exit
2812, 3, None, entry
2812, 4, None, entry
2813, 1, Orange, entry
2813, 2, White, entry
2813, 3, None, entry
2813, 4, None, entry
2814, 1, Orange, entry
2814, 2, White, entry
2814, 3, None, entry
2814, 4, None, entry
2815, 1, Orange, entry
2815, 2, White, entry
2815, 3, None, entry
2815, 4, None, entry
2816, 1, Orange, entry
2816, 2, White, entry
2816, 3, None, entry
2816, 4, None, entry
2817, 1, Orange, entry
2817, 2, White, entry
2817, 3, None, entry
2817, 4, None, entry
2818, 1, Orange, entry
2818, 2, White, entry
2818, 3, None, entry
2818, 4, None, entry
2819, 1, Orange, entry
2819, 2, White, entry
2819, 3, None, entry
2819, 4, None, entry
2820, 1, Orange, entry
2820, 2, White, entry
2820, 3, None, entry
2820, 4, None, entry
2821, 1, White, exit
2821, 2, White, entry
2821, 3, None, entry
2821, 4, None, entry
2822, 1, White, entry
2822, 2, White, entry
2822, 3, None, entry
2822, 4, None, entry
2823, 1, White, entry
2823, 2, White, entry
2823, 3, None, entry
2823, 4, None, entry
2824, 1, White, entry
2824, 2, White, entry
2824, 3, None, entry
2824, 4, None, entry
2825, 1, White, entry
2825, 2, White, entry
2825, 3, None, entry
2825, 4, None, entry
2826, 1, White, entry
2826, 2, White, entry
2826, 3, None, entry
2826, 4, None, entry
2827, 1, White, entry
2827, 2, White, entry
2827, 3, None, entry
2827, 4, None, entry
2828, 1, White, entry
2828, 2, White, entry
2828, 3, None, entry
2828, 4, None, entry
2829, 1, Orange, exit
2829, 2, White, entry
2829, 3, None, entry
2829, 4, None, entry
2830, 1, Orange, entry
2830, 2, White, entry
2830, 3, None, entry
2830, 4, None, entry
2831, 1, Orange, entry
2831, 2, White, entry
2831, 3, None, entry
2831, 4, None, entry
2832, 1, Orange, entry
2832, 2, White, entry
2832, 3, None, entry
2832, 4, None, entry
2833, 1, White, exit
2833, 2, White, entry
2833, 3, None, entry
2833, 4, None, entry
2834, 1, White, entry
2834, 2, White, entry
2834, 3, None, entry
2834, 4, None, entry
2835, 1, Orange, exit
2835, 2, White, entry
2835, 3, None, entry
2835, 4, None, entry
2836, 1, Orange, entry
2836, 2, White, entry
2836, 3, None, entry
2836, 4, None, entry
2837, 1, Orange, entry
2837, 2, White, entry
2837, 3, None, entry
2837, 4, None, entry
2838, 1, Orange, entry
2838, 2, White, entry
2838, 3, None, entry
2838, 4, None, entry
2839, 1, Orange, entry
2839, 2, White, entry
2839, 3, None, entry
2839, 4, None, entry
2840, 1, Orange, entry
2840, 2, White, entry
2840, 3, None, entry
2840, 4, None, entry
2841, 1, Orange, entry
2841, 2, White, entry
2841, 3, None, entry
2841, 4, None, entry
2842, 1, Orange, entry
2842, 2, White, entry
2842, 3, None, entry
2842, 4, None, entry
2843, 1, Orange, entry
2843, 2, White, entry
2843, 3, None, entry
2843, 4, None, entry
2844, 1, Orange, entry
2844, 2, White, entry
2844, 3, None, entry
2844, 4, None, entry
2845, 1, Orange, entry
2845, 2, White, entry
2845, 3, None, entry
2845, 4, None, entry
2846, 1, Orange, entry
2846, 2, White, entry
2846, 3, None, entry
2846, 4, None, entry
2847, 1, Orange, entry
2847, 2, White, entry
2847, 3, None, entry
2847, 4, None, entry
2848, 1, Orange, entry
2848, 2, White, entry
2848, 3, None, entry
2848, 4, None, entry
2849, 1, Orange, entry
2849, 2, White, entry
2849, 3, None, entry
2849, 4, None, entry
2850, 1, Orange, entry
2850, 2, White, entry
2850, 3, None, entry
2850, 4, None, entry
2851, 1, Orange, entry
2851, 2, White, entry
2851, 3, None, entry
2851, 4, None, entry
2852, 1, Orange, entry
2852, 2, White, entry
2852, 3, None, entry
2852, 4, None, entry
2853, 1, Orange, entry
2853, 2, White, entry
2853, 3, None, entry
2853, 4, None, entry
2854, 1, Orange, entry
2854, 2, White, entry
2854, 3, None, entry
2854, 4, None, entry
2855, 1, Orange, entry
2855, 2, White, entry
2855, 3, None, entry
2855, 4, None, entry
2856, 1, Orange, entry
2856, 2, White, entry
2856, 3, None, entry
2856, 4, None, entry
2857, 1, Orange, entry
2857, 2, White, entry
2857, 3, None, entry
2857, 4, None, entry
2858, 1, Orange, entry
2858, 2, White, entry
2858, 3, None, entry
2858, 4, None, entry
2859, 1, Orange, entry
2859, 2, White, entry
2859, 3, None, entry
2859, 4, None, entry
2860, 1, Orange, entry
2860, 2, White, entry
2860, 3, None, entry
2860, 4, None, entry
2861, 1, Orange, entry
2861, 2, White, entry
2861, 3, None, entry
2861, 4, None, entry
2862, 1, Orange, entry
2862, 2, Orange, exit
2862, 3, None, entry
2862, 4, None, entry
2863, 1, Orange, entry
2863, 2, Orange, entry
2863, 3, White, exit
2863, 4, None, entry
2864, 1, Orange, entry
2864, 2, Orange, entry
2864, 3, White, entry
2864, 4, None, entry
2865, 1, Orange, entry
2865, 2, Orange, entry
2865, 3, White, entry
2865, 4, None, entry
2866, 1, Orange, entry
2866, 2, Orange, entry
2866, 3, White, entry
2866, 4, None, entry
2867, 1, Orange, entry
2867, 2, Orange, entry
2867, 3, None, exit
2867, 4, None, entry
2868, 1, Orange, entry
2868, 2, Orange, entry
2868, 3, None, entry
2868, 4, None, entry
2869, 1, Orange, entry
2869, 2, Orange, entry
2869, 3, None, entry
2869, 4, None, entry
2870, 1, Orange, entry
2870, 2, Orange, entry
2870, 3, None, entry
2870, 4, None, entry
2871, 1, Orange, entry
2871, 2, Orange, entry
2871, 3, None, entry
2871, 4, None, entry
2872, 1, Orange, entry
2872, 2, Orange, entry
2872, 3, None, entry
2872, 4, None, entry
2873, 1, Orange, entry
2873, 2, Orange, entry
2873, 3, None, entry
2873, 4, None, entry
2874, 1, Orange, entry
2874, 2, Orange, entry
2874, 3, None, entry
2874, 4, None, entry
2875, 1, Orange, entry
2875, 2, Orange, entry
2875, 3, None, entry
2875, 4, None, entry
2876, 1, Orange, entry
2876, 2, Orange, entry
2876, 3, None, entry
2876, 4, None, entry
2877, 1, Orange, entry
2877, 2, Orange, entry
2877, 3, None, entry
2877, 4, None, entry
2878, 1, Orange, entry
2878, 2, Orange, entry
2878, 3, None, entry
2878, 4, None, entry
2879, 1, Orange, entry
2879, 2, Orange, entry
2879, 3, None, entry
2879, 4, None, entry
2880, 1, Orange, entry
2880, 2, Orange, entry
2880, 3, None, entry
2880, 4, None, entry
2881, 1, Orange, entry
2881, 2, Orange, entry
2881, 3, None, entry
2881, 4, None, entry
2882, 1, Orange, entry
2882, 2, Orange, entry
2882, 3, None, entry
2882, 4, None, entry
2883, 1, Orange, entry
2883, 2, Orange, entry
2883, 3, None, entry
2883, 4, None, entry
2884, 1, Orange, entry
2884, 2, Orange, entry
2884, 3, None, entry
2884, 4, None, entry
2885, 1, Orange, entry
2885, 2, Orange, entry
2885, 3, None, entry
2885, 4, None, entry
2886, 1, Orange, entry
2886, 2, Orange, entry
2886, 3, None, entry
2886, 4, None, entry
2887, 1, Orange, entry
2887, 2, Orange, entry
2887, 3, None, entry
2887, 4, None, entry
2888, 1, Orange, entry
2888, 2, Orange, entry
2888, 3, None, entry
2888, 4, None, entry
2889, 1, Orange, entry
2889, 2, White, exit
2889, 3, None, entry
2889, 4, None, entry
2890, 1, Orange, entry
2890, 2, White, entry
2890, 3, None, entry
2890, 4, None, entry
2891, 1, Orange, entry
2891, 2, White, entry
2891, 3, None, entry
2891, 4, None, entry
2892, 1, Orange, entry
2892, 2, White, entry
2892, 3, None, entry
2892, 4, None, entry
2893, 1, Orange, entry
2893, 2, White, entry
2893, 3, None, entry
2893, 4, None, entry
2894, 1, Orange, entry
2894, 2, White, entry
2894, 3, None, entry
2894, 4, None, entry
2895, 1, Orange, entry
2895, 2, White, entry
2895, 3, None, entry
2895, 4, None, entry
2896, 1, Orange, entry
2896, 2, White, entry
2896, 3, None, entry
2896, 4, None, entry
2897, 1, White, exit
2897, 2, White, entry
2897, 3, None, entry
2897, 4, None, entry
2898, 1, Orange, exit
2898, 2, White, entry
2898, 3, None, entry
2898, 4, None, entry
2899, 1, White, exit
2899, 2, White, entry
2899, 3, None, entry
2899, 4, None, entry
2900, 1, White, entry
2900, 2, White, entry
2900, 3, None, entry
2900, 4, None, entry
2901, 1, White, entry
2901, 2, White, entry
2901, 3, None, entry
2901, 4, None, entry
2902, 1, White, entry
2902, 2, White, entry
2902, 3, None, entry
2902, 4, None, entry
2903, 1, White, entry
2903, 2, White, entry
2903, 3, None, entry
2903, 4, None, entry
2904, 1, White, entry
2904, 2, White, entry
2904, 3, None, entry
2904, 4, None, entry
2905, 1, Orange, exit
2905, 2, White, entry
2905, 3, None, entry
2905, 4, None, entry
2906, 1, Orange, entry
2906, 2, White, entry
2906, 3, None, entry
2906, 4, None, entry
2907, 1, Orange, entry
2907, 2, White, entry
2907, 3, None, entry
2907, 4, None, entry
2908, 1, Orange, entry
2908, 2, White, entry
2908, 3, None, entry
2908, 4, None, entry
2909, 1, Orange, entry
2909, 2, White, entry
2909, 3, None, entry
2909, 4, None, entry
2910, 1, Orange, entry
2910, 2, White, entry
2910, 3, None, entry
2910, 4, None, entry
2911, 1, Orange, entry
2911, 2, White, entry
2911, 3, None, entry
2911, 4, None, entry
2912, 1, Orange, entry
2912, 2, White, entry
2912, 3, None, entry
2912, 4, None, entry
2913, 1, Orange, entry
2913, 2, White, entry
2913, 3, None, entry
2913, 4, None, entry
2914, 1, Orange, entry
2914, 2, White, entry
2914, 3, None, entry
2914, 4, None, entry
2915, 1, Orange, entry
2915, 2, White, entry
2915, 3, None, entry
2915, 4, None, entry
2916, 1, Orange, entry
2916, 2, White, entry
